Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked,internal_id
1,block_1,6,post survey,1,1,2,5,"Driving, exercising, folding laundry, partying, working, doing chores, cooking, and cleaning.",28,NA,NA,1,2,1,2,2,1,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,"1. Hip Hop, 2. EDM 3.Pop.",NA,3,2,NA,They haven't really changed much at all.,Nothing has changed over time.,4,NA,2,2hrs,1,Classically trained pianist playing from age 3-17.,2,4,NA,1,NA,YouTube,4,NA,,3,3,3,1,option_2,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:49:17Z,598337,group_1,685003,session_1,1,2023-02-08T23:37:08Z,NA,NA,NA,not measured,NA,TRUE,40
1,block_1,6,post survey,1,1,1,7,I'll listen to music while lifting weights.  I'll listen to music just while relaxing and surfing the net.,30,NA,NA,1,1,1,1,1,1,NA,1,4,NA,4,NA,NA,NA,NA,NA,NA,"Eurodance, EDM, Rap",NA,1,1,NA,"Up until 20 or so (year 2010) I listened to stuff from the 90s to the current time, but since then I really only listen to stuff from the 90s.",I listen to Eurodance and Rap from the 90s.,3,NA,1,15-30,2,I haven't played any intstruments or done any singing.,1,6,NA,1,NA,I mostly listen to music on YouTube,2,NA,,2,3,2,1,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:18:00Z,598339,group_1,685005,session_1,1,2023-02-08T23:41:16Z,NA,NA,NA,not measured,NA,TRUE,44
1,block_1,6,post survey,1,1,1,7,"I listen to music while driving, exercising, reading, and to help me go to sleep.",30,NA,NA,1,1,1,3,4,1,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,"1. Classical, 2. Metal, 3. Rock",NA,6,1,NA,I have been listening to music more often recently in the past couple of months.,NA,1,NA,1,60-90,4,I have been making my own music from the ages 17-30.  I was never professionally trained.,2,4,NA,6,NA,I listen to albums I find on YouTube mostly.,2,NA,,1,1,3,1,option_2,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE,12
1,block_1,6,post survey,1,1,1,4,When driving or walking,27,NA,NA,1,1,4,1,1,1,NA,1,4,NA,4,NA,NA,NA,NA,NA,NA,Jazz edm bossa Nona,NA,1,4,NA,They haven’t I grew up listening to jazz,None,3,NA,5,15-30,1,I’ve played piano and drums since I was 12 years old.,1,4,NA,1,NA,YouTube,1,NA,,1,2,1,1,option_3,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T01:42:56Z,598383,group_1,685050,session_1,1,2023-02-09T00:54:07Z,NA,NA,NA,not measured,NA,TRUE,5
1,block_1,6,post survey,1,1,1,4,working out,35,NA,NA,1,1,1,2,1,1,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,"Country, Rap, R&B",NA,1,1,NA,They have gotten more mature I guess,NA,2,NA,2,15-30,1,not a musician,1,5,NA,1,NA,radio spotify youtube,2,NA,,3,3,2,1,option_0,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T01:37:42Z,598384,group_1,685051,session_1,1,2023-02-09T00:55:55Z,NA,NA,NA,not measured,NA,TRUE,20
1,block_1,6,post survey,1,1,1,6,"work, chores",35,NA,NA,1,2,1,1,2,1,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,"Rock, Hip-hop, metal",NA,2,3,NA,I've had less time to listen to music over the years with work,N/A,3,NA,2,30-60,4,self-taught rock guitarist from 12-35,1,5,NA,1,NA,YouTube,3,NA,,1,4,4,1,option_3,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T01:50:19Z,598389,group_1,685056,session_1,1,2023-02-09T01:07:56Z,NA,NA,NA,not measured,NA,TRUE,3
1,block_1,6,post survey,1,1,4,7,all of the things,27,NA,NA,1,1,1,4,4,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,"pop, musical theatre, rock",NA,4,2,NA,no,no,2,NA,2,60-90,1,i was in choir during middle and high school,4,3,NA,1,NA,youtube and spotify,4,NA,,2,2,3,2,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T02:49:34Z,598398,group_1,685066,session_1,1,2023-02-09T01:49:44Z,NA,NA,NA,not measured,NA,TRUE,4
1,block_1,6,post survey,1,1,5,5,"Driving, Exercising, House chores, Road Trips, Hanging out with friends and family.",28,NA,NA,1,4,1,2,3,1,NA,3,4,NA,3,NA,NA,NA,NA,NA,NA,"RnB, Classical and Hip Hop",NA,1,1,NA,I listen more than previous times,None,3,NA,2,2-3hrs,2,Not Applicable,3,4,NA,1,NA,"Radio, Apple Music, Spotify, YouTube and Deezer",2,NA,,5,3,2,3,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T02:56:54Z,598394,group_1,685062,session_1,1,2023-02-09T01:15:50Z,NA,NA,NA,not measured,NA,TRUE,73
1,block_1,6,post survey,1,1,4,6,"Chores, exercise, running errands, resting",28,NA,NA,1,1,1,1,1,1,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,"Pop, r&b, hip hop",NA,1,3,NA,I have branched out more and listen to music in different languages,"eclectic, a little of everything",4,NA,1,2-3hrs,3,"I played the flute and piccolo (school and self-taught)  from ages 14 to 17, I no longer play any instrument.",2,5,NA,1,NA,Spotify,5,NA,,4,4,3,1,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T03:14:02Z,598390,group_1,685057,session_1,1,2023-02-09T01:08:42Z,NA,NA,NA,not measured,NA,TRUE,50
1,block_1,6,post survey,1,1,2,6,"My homework, playing video games, and exercising.",25,NA,NA,1,2,1,1,3,1,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,"EDM, Funk, R&B",NA,2,3,NA,Not really.,My habits have not changed for the most part.,2,NA,2,2-3hrs,2,I used to play the Ocarina from age 13-15.,2,4,NA,2,NA,Youtube,3,NA,,4,2,3,1,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T04:39:35Z,598428,group_1,685098,session_1,1,2023-02-09T03:19:11Z,NA,NA,NA,not measured,NA,TRUE,25
1,block_1,6,post survey,1,1,1,5,"driving, working, cycling, doing chores, hanging out",38,NA,NA,1,1,6,1,3,1,NA,1,4,NA,5,NA,NA,NA,NA,NA,NA,"metal, rock, pop",NA,4,3,NA,"yes, definitely","I love to listen to music, and I try to expand my horizons",4,NA,3,30-60,5,played instruments in grade school - maybe 8 - 13?,2,3,NA,1,NA,"radio, youtube",4,NA,,1,4,5,1,option_1,NA,NA,NA,4,NA,yes,NA,NA,2023-02-09T04:15:39Z,598429,group_1,685099,session_1,1,2023-02-09T03:26:36Z,NA,NA,NA,not measured,NA,TRUE,6
1,block_1,6,post survey,1,1,1,5,"Depends - exercising it's random EDM-type playlists, in the car it's now podcasts and when it's hanging out at home it's a variety (Jazz, classic funk, classic rock, metal, rap, some country, pop, r&b, hip-hop, lofi genres, oldies, video game music, etc) There's a lot of variety in what I listen to - depends on my mood 100%.",29,NA,NA,2,3,1,1,3,1,NA,2,5,NA,4,NA,NA,NA,NA,NA,NA,"EDM, Funk, Indie",NA,4,4,NA,Yes - I utilize paid for/premium services to listen to music on demand and it helps me discover new artists. I think my overall music listening has broadened over the years. I can appreciate a lot of different music genres.,"It's eclectic. I can listen to a ton of random stuff all in the same day and it's all mood dependent. I like music and sound as a way to ""put my mind somewhere"" when I'm faced with a lot of nervous energy or to help me get through my day.",4,NA,4,30-60,2,played violin from 4th grade to early highschool. Always loved music,1,4,NA,3,NA,"Mostly Spotify because it's so convenient, but YouTube at times for the music videos and some radio when driving (less frequently though).",4,NA,,3,3,3,3,option_1,NA,NA,NA,4,NA,yes,NA,NA,2023-02-09T05:54:34Z,598430,group_1,685100,session_1,1,2023-02-09T03:28:09Z,NA,NA,NA,not measured,NA,TRUE,69
