Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,1,22,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,never heard of it,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,2,18,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,heard it on the radio during high school,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,3,25,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,recognize the song not the artist,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,4,4,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,Driving in the car with my parents and singing out loud with my mom,NA,very positive,not at all,very,always heard it on the radio during middle school,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,a little,NA,NA,a little,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,5,24,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on spiderman: into the spider verse,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,6,3,NA,NA,NA,NA,13,13-14,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I was at my middle school dance and everyone was singing and dancing along,NA,very positive,very,extremely,Heard it on the radio and listened to it on youtube quite a bit,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,a little,NA,NA,very,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,7,12,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio in highschool,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,8,11,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,always played it on the radio during high school,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,9,16,NA,NA,NA,NA,18,18-19,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,Driving home from school on a Friday and going to the mall with friends,NA,neutral,a little,very,Heard it on the radio a lot during highschool,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,not at all,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,10,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I listen to it on youtube on repeat for a bit,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,11,7,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,my friend's dad picking us up from school and driving us to new york for an concert,NA,very positive,very,very,Hear it on the radio during high school,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,very,somewhat,NA,NA,very,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,12,2,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio and always used to play this song on youtube for a bit,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,13,13,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,14,6,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio and always played the music video,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,15,23,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during the summer,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,16,10,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,17,21,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,18,15,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,19,8,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,20,20,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,21,17,NA,NA,NA,NA,18,18-19,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,During class working on assignments with my friends singing,NA,very positive,a little,very,Listen to this on spotify alot in 2016,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,a little,NA,NA,very,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,22,5,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio in HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,23,14,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,24,9,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,25,19,NA,NA,NA,NA,NA,18-19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Heard it on the radio during HS, My favorite song for a bit",NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,4,break,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,1,7,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Hearing this song on the radio an at my school's dance,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,2,12,NA,NA,NA,NA,NA,16-17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,3,23,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,4,16,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,"Summer break before senior year of HS , blasting this song in the car",NA,very positive,somewhat,very,"On the radio during HS, played it on spotify for a bit",NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,very,not at all,NA,NA,very,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,5,18,NA,NA,NA,NA,NA,17-18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,6,21,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,7,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Heard it on the radio during HS, Always played this song on youtube",NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,25,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,from an artist I used to listen to during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,10,3,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,11,2,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,12,22,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Listened to it on spotify for a while and was one of my favorite songs,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,13,9,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio during HS,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,14,10,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,15,8,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,16,4,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,17,11,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,18,1,NA,NA,NA,NA,NA,N/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Na,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,19,6,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Middl school dance,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,20,20,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,The song was EVERYWHERE,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,21,24,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Always played it on youtube,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,22,5,NA,NA,NA,NA,NA,N/s,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N/a,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,23,15,NA,NA,NA,NA,NA,16-17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Heard it in a movie, My favorite song for a bit",NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,24,17,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Heard it on the radio a lot,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:48:47Z,598273,group_1,684939,session_1,1,2023-02-08T22:46:48Z,NA,NA,NA,not measured,NA,TRUE
